je_id,entry_date,effective_date,period,posted_at,entered_by,approved_by,source,description,line_no,account,account_name,debit,credit
JE-2024-0078,2024-11-18,2024-11-18,2024-11,2024-11-18 17:27:00,jdoe,mgr_olsen,System,Utility payment,2,2010,Trade Payables,0.0,27851.59
JE-2024-0079,2024-11-22,2024-11-22,2024-11,2024-11-22 10:27:00,rkhan,mgr_olsen,System,Payroll allocation,1,2010,Trade Payables,40360.92,0.0
JE-2024-0079,2024-11-22,2024-11-22,2024-11,2024-11-22 10:27:00,rkhan,mgr_olsen,System,Payroll allocation,2,6010,Wages Expense,0.0,40360.92
JE-2024-0080,2024-11-25,2024-11-25,2024-11,2024-11-25 13:39:00,lmartin,mgr_diaz,System,Freight charge allocation,1,2010,Trade Payables,33982.73,0.0
JE-2024-0080,2024-11-25,2024-11-25,2024-11,2024-11-25 13:39:00,lmartin,mgr_diaz,System,Freight charge allocation,2,6120,Utilities Expense,0.0,33982.73
JE-2024-0081,2024-11-15,2024-11-15,2024-11,2024-11-15 12:53:00,bwong,mgr_diaz,System,Inventory receipt,1,1010,Cash - Operating,39267.19,0.0
JE-2024-0081,2024-11-15,2024-11-15,2024-11,2024-11-15 12:53:00,bwong,mgr_diaz,System,Inventory receipt,2,2010,Trade Payables,0.0,39267.19
JE-2024-0082,2024-11-15,2024-11-15,2024-11,2024-11-15 09:31:00,asmith,mgr_diaz,System,Inventory receipt,1,6310,Office Supplies Expense,35769.83,0.0
JE-2024-0082,2024-11-15,2024-11-15,2024-11,2024-11-15 09:31:00,asmith,mgr_diaz,System,Inventory receipt,2,6120,Utilities Expense,0.0,35769.83
JE-2024-0083,2024-11-15,2024-11-15,2024-11,2024-11-15 13:56:00,bwong,mgr_olsen,System,Monthly accrual per schedule,1,1110,Trade Receivables,25119.28,0.0
JE-2024-0083,2024-11-15,2024-11-15,2024-11,2024-11-15 13:56:00,bwong,mgr_olsen,System,Monthly accrual per schedule,2,6110,Office Rent Expense,0.0,25119.28
JE-2024-0084,2024-11-05,2024-11-05,2024-11,2024-11-05 12:46:00,lmartin,mgr_chen,System,Freight charge allocation,1,1010,Cash - Operating,17188.7,0.0
JE-2024-0084,2024-11-05,2024-11-05,2024-11,2024-11-05 12:46:00,lmartin,mgr_chen,System,Freight charge allocation,2,1310,Inventory - Materials,0.0,17188.7
JE-2024-0085,2024-11-01,2024-11-01,2024-11,2024-11-01 10:18:00,asmith,mgr_diaz,System,Bank fee posting,1,6310,Office Supplies Expense,9462.73,0.0
JE-2024-0085,2024-11-01,2024-11-01,2024-11,2024-11-01 10:18:00,asmith,mgr_diaz,System,Bank fee posting,2,1010,Cash - Operating,0.0,9462.73
JE-2024-0086,2024-11-26,2024-11-26,2024-11,2024-11-26 17:22:00,lmartin,mgr_diaz,System,Utility payment,1,1010,Cash - Operating,17986.06,0.0
JE-2024-0086,2024-11-26,2024-11-26,2024-11,2024-11-26 17:22:00,lmartin,mgr_diaz,System,Utility payment,2,6120,Utilities Expense,0.0,17986.06
JE-2024-0087,2024-11-14,2024-11-14,2024-11,2024-11-14 13:14:00,asmith,mgr_diaz,System,Vendor invoice posting,1,1110,Trade Receivables,5243.42,0.0
JE-2024-0087,2024-11-14,2024-11-14,2024-11,2024-11-14 13:14:00,asmith,mgr_diaz,System,Vendor invoice posting,2,6010,Wages Expense,0.0,5243.42
JE-2024-0088,2024-11-11,2024-11-11,2024-11,2024-11-11 12:47:00,lmartin,mgr_olsen,System,Bank fee posting,1,6120,Utilities Expense,20439.5,0.0
JE-2024-0088,2024-11-11,2024-11-11,2024-11,2024-11-11 12:47:00,lmartin,mgr_olsen,System,Bank fee posting,2,5020,Freight Expense,0.0,20439.5
JE-2024-0089,2024-11-11,2024-11-11,2024-11,2024-11-11 13:14:00,bwong,mgr_chen,System,Supplies purchase,1,6010,Wages Expense,15284.83,0.0
JE-2024-0089,2024-11-11,2024-11-11,2024-11,2024-11-11 13:14:00,bwong,mgr_chen,System,Supplies purchase,2,6120,Utilities Expense,0.0,15284.83
JE-2024-0090,2024-11-04,2024-11-04,2024-11,2024-11-04 09:35:00,asmith,mgr_olsen,System,Freight charge allocation,1,5020,Freight Expense,12411.31,0.0
JE-2024-0090,2024-11-04,2024-11-04,2024-11,2024-11-04 09:35:00,asmith,mgr_olsen,System,Freight charge allocation,2,5010,COGS - Materials,0.0,12411.31
JE-2024-0091,2024-11-27,2024-11-27,2024-11,2024-11-27 13:30:00,bwong,mgr_chen,System,Monthly accrual per schedule,1,6120,Utilities Expense,20210.25,0.0
JE-2024-0091,2024-11-27,2024-11-27,2024-11,2024-11-27 13:30:00,bwong,mgr_chen,System,Monthly accrual per schedule,2,1010,Cash - Operating,0.0,20210.25
JE-2024-0092,2024-11-06,2024-11-06,2024-11,2024-11-06 10:25:00,lmartin,mgr_olsen,System,Monthly accrual per schedule,1,6010,Wages Expense,20755.01,0.0
JE-2024-0092,2024-11-06,2024-11-06,2024-11,2024-11-06 10:25:00,lmartin,mgr_olsen,System,Monthly accrual per schedule,2,1310,Inventory - Materials,0.0,20755.01
JE-2024-0093,2024-11-27,2024-11-27,2024-11,2024-11-27 13:05:00,jdoe,mgr_olsen,System,Rent payment,1,1310,Inventory - Materials,41745.78,0.0
JE-2024-0093,2024-11-27,2024-11-27,2024-11,2024-11-27 13:05:00,jdoe,mgr_olsen,System,Rent payment,2,6110,Office Rent Expense,0.0,41745.78
JE-2024-0094,2024-11-25,2024-11-25,2024-11,2024-11-25 15:28:00,bwong,mgr_olsen,System,Rent payment,1,6120,Utilities Expense,38175.48,0.0
JE-2024-0094,2024-11-25,2024-11-25,2024-11,2024-11-25 15:28:00,bwong,mgr_olsen,System,Rent payment,2,5010,COGS - Materials,0.0,38175.48
JE-2024-0095,2024-11-06,2024-11-06,2024-11,2024-11-06 12:40:00,jdoe,mgr_chen,System,Inventory receipt,1,6010,Wages Expense,9020.85,0.0
JE-2024-0095,2024-11-06,2024-11-06,2024-11,2024-11-06 12:40:00,jdoe,mgr_chen,System,Inventory receipt,2,1110,Trade Receivables,0.0,9020.85
JE-2024-0096,2024-11-05,2024-11-05,2024-11,2024-11-05 11:00:00,lmartin,mgr_diaz,System,Customer billing,1,5010,COGS - Materials,17276.03,0.0
JE-2024-0096,2024-11-05,2024-11-05,2024-11,2024-11-05 11:00:00,lmartin,mgr_diaz,System,Customer billing,2,6110,Office Rent Expense,0.0,17276.03
JE-2024-0097,2024-11-14,2024-11-14,2024-11,2024-11-14 13:44:00,jdoe,mgr_olsen,System,Inventory receipt,1,6120,Utilities Expense,36131.56,0.0
JE-2024-0097,2024-11-14,2024-11-14,2024-11,2024-11-14 13:44:00,jdoe,mgr_olsen,System,Inventory receipt,2,6110,Office Rent Expense,0.0,36131.56
JE-2024-0098,2024-11-20,2024-11-20,2024-11,2024-11-20 10:34:00,asmith,mgr_diaz,System,Payroll allocation,1,5020,Freight Expense,9597.04,0.0
JE-2024-0098,2024-11-20,2024-11-20,2024-11,2024-11-20 10:34:00,asmith,mgr_diaz,System,Payroll allocation,2,5010,COGS - Materials,0.0,9597.04
JE-2024-0099,2024-11-08,2024-11-08,2024-11,2024-11-08 13:38:00,lmartin,mgr_diaz,System,Freight charge allocation,1,5020,Freight Expense,31506.43,0.0
JE-2024-0099,2024-11-08,2024-11-08,2024-11,2024-11-08 13:38:00,lmartin,mgr_diaz,System,Freight charge allocation,2,1010,Cash - Operating,0.0,31506.43
JE-2024-0100,2024-11-14,2024-11-14,2024-11,2024-11-14 15:17:00,rkhan,mgr_diaz,System,Vendor invoice posting,1,1310,Inventory - Materials,21119.74,0.0
JE-2024-0100,2024-11-14,2024-11-14,2024-11,2024-11-14 15:17:00,rkhan,mgr_diaz,System,Vendor invoice posting,2,5010,COGS - Materials,0.0,21119.74
JE-2024-0101,2024-11-20,2024-11-20,2024-11,2024-11-20 14:38:00,jdoe,mgr_chen,System,Bank fee posting,1,1310,Inventory - Materials,10665.38,0.0
JE-2024-0101,2024-11-20,2024-11-20,2024-11,2024-11-20 14:38:00,jdoe,mgr_chen,System,Bank fee posting,2,5010,COGS - Materials,0.0,10665.38
JE-2024-0102,2024-11-13,2024-11-13,2024-11,2024-11-13 09:48:00,rkhan,mgr_olsen,System,Freight charge allocation,1,6120,Utilities Expense,31812.04,0.0
JE-2024-0102,2024-11-13,2024-11-13,2024-11,2024-11-13 09:48:00,rkhan,mgr_olsen,System,Freight charge allocation,2,6010,Wages Expense,0.0,31812.04
JE-2024-0103,2024-11-27,2024-11-27,2024-11,2024-11-27 15:40:00,jdoe,mgr_diaz,System,Utility payment,1,2010,Trade Payables,34235.44,0.0
JE-2024-0103,2024-11-27,2024-11-27,2024-11,2024-11-27 15:40:00,jdoe,mgr_diaz,System,Utility payment,2,6310,Office Supplies Expense,0.0,34235.44
JE-2024-0104,2024-11-15,2024-11-15,2024-11,2024-11-15 10:54:00,rkhan,mgr_olsen,System,Freight charge allocation,1,6120,Utilities Expense,6922.48,0.0
JE-2024-0104,2024-11-15,2024-11-15,2024-11,2024-11-15 10:54:00,rkhan,mgr_olsen,System,Freight charge allocation,2,2010,Trade Payables,0.0,6922.48
JE-2024-0105,2024-11-26,2024-11-26,2024-11,2024-11-26 09:29:00,bwong,mgr_diaz,System,Vendor invoice posting,1,2010,Trade Payables,3880.9,0.0
JE-2024-0105,2024-11-26,2024-11-26,2024-11,2024-11-26 09:29:00,bwong,mgr_diaz,System,Vendor invoice posting,2,1110,Trade Receivables,0.0,3880.9
JE-2024-0106,2024-11-01,2024-11-01,2024-11,2024-11-01 17:29:00,asmith,mgr_olsen,System,Utility payment,1,1310,Inventory - Materials,17473.75,0.0
JE-2024-0106,2024-11-01,2024-11-01,2024-11,2024-11-01 17:29:00,asmith,mgr_olsen,System,Utility payment,2,1010,Cash - Operating,0.0,17473.75
JE-2024-0107,2024-11-21,2024-11-21,2024-11,2024-11-21 09:13:00,asmith,mgr_diaz,System,Freight charge allocation,1,1010,Cash - Operating,11362.95,0.0
JE-2024-0107,2024-11-21,2024-11-21,2024-11,2024-11-21 09:13:00,asmith,mgr_diaz,System,Freight charge allocation,2,5020,Freight Expense,0.0,11362.95
JE-2024-0108,2024-11-01,2024-11-01,2024-11,2024-11-01 12:45:00,lmartin,mgr_chen,System,Supplies purchase,1,2010,Trade Payables,6820.21,0.0
JE-2024-0108,2024-11-01,2024-11-01,2024-11,2024-11-01 12:45:00,lmartin,mgr_chen,System,Supplies purchase,2,5020,Freight Expense,0.0,6820.21
JE-2024-0109,2024-11-12,2024-11-12,2024-11,2024-11-12 10:29:00,asmith,mgr_diaz,System,Customer billing,1,1110,Trade Receivables,39787.14,0.0
JE-2024-0109,2024-11-12,2024-11-12,2024-11,2024-11-12 10:29:00,asmith,mgr_diaz,System,Customer billing,2,6120,Utilities Expense,0.0,39787.14
JE-2024-0110,2024-11-20,2024-11-20,2024-11,2024-11-20 16:30:00,lmartin,mgr_chen,System,Rent payment,1,6110,Office Rent Expense,10387.95,0.0
JE-2024-0110,2024-11-20,2024-11-20,2024-11,2024-11-20 16:30:00,lmartin,mgr_chen,System,Rent payment,2,1110,Trade Receivables,0.0,10387.95
JE-2024-0111,2024-11-07,2024-11-07,2024-11,2024-11-07 10:17:00,rkhan,mgr_diaz,System,Supplies purchase,1,6120,Utilities Expense,32497.82,0.0
JE-2024-0111,2024-11-07,2024-11-07,2024-11,2024-11-07 10:17:00,rkhan,mgr_diaz,System,Supplies purchase,2,5010,COGS - Materials,0.0,32497.82
JE-2024-0112,2024-11-14,2024-11-14,2024-11,2024-11-14 13:53:00,rkhan,mgr_chen,System,Freight charge allocation,1,1110,Trade Receivables,24734.0,0.0
JE-2024-0112,2024-11-14,2024-11-14,2024-11,2024-11-14 13:53:00,rkhan,mgr_chen,System,Freight charge allocation,2,1010,Cash - Operating,0.0,24734.0
JE-2024-0113,2024-11-18,2024-11-18,2024-11,2024-11-18 14:35:00,rkhan,mgr_diaz,System,Utility payment,1,6110,Office Rent Expense,32088.08,0.0
JE-2024-0113,2024-11-18,2024-11-18,2024-11,2024-11-18 14:35:00,rkhan,mgr_diaz,System,Utility payment,2,1310,Inventory - Materials,0.0,32088.08
JE-2024-0114,2024-11-27,2024-11-27,2024-11,2024-11-27 15:14:00,rkhan,mgr_chen,System,Utility payment,1,1010,Cash - Operating,35981.34,0.0
JE-2024-0114,2024-11-27,2024-11-27,2024-11,2024-11-27 15:14:00,rkhan,mgr_chen,System,Utility payment,2,2010,Trade Payables,0.0,35981.34
JE-2024-0115,2024-11-19,2024-11-19,2024-11,2024-11-19 11:31:00,asmith,mgr_olsen,System,Bank fee posting,1,6310,Office Supplies Expense,40529.66,0.0
JE-2024-0115,2024-11-19,2024-11-19,2024-11,2024-11-19 11:31:00,asmith,mgr_olsen,System,Bank fee posting,2,5020,Freight Expense,0.0,40529.66
JE-2024-0116,2024-11-21,2024-11-21,2024-11,2024-11-21 10:33:00,jdoe,mgr_olsen,System,Payroll allocation,1,2010,Trade Payables,38256.46,0.0
JE-2024-0116,2024-11-21,2024-11-21,2024-11,2024-11-21 10:33:00,jdoe,mgr_olsen,System,Payroll allocation,2,6010,Wages Expense,0.0,38256.46
JE-2024-0117,2024-11-05,2024-11-05,2024-11,2024-11-05 16:50:00,bwong,mgr_olsen,System,Rent payment,1,5020,Freight Expense,40712.71,0.0
JE-2024-0117,2024-11-05,2024-11-05,2024-11,2024-11-05 16:50:00,bwong,mgr_olsen,System,Rent payment,2,6310,Office Supplies Expense,0.0,40712.71
JE-2024-0118,2024-11-26,2024-11-26,2024-11,2024-11-26 15:20:00,rkhan,mgr_olsen,System,Monthly accrual per schedule,1,1310,Inventory - Materials,26400.21,0.0
JE-2024-0118,2024-11-26,2024-11-26,2024-11,2024-11-26 15:20:00,rkhan,mgr_olsen,System,Monthly accrual per schedule,2,5020,Freight Expense,0.0,26400.21
JE-2024-0119,2024-11-12,2024-11-12,2024-11,2024-11-12 13:14:00,rkhan,mgr_chen,System,Vendor invoice posting,1,1010,Cash - Operating,31414.83,0.0
JE-2024-0119,2024-11-12,2024-11-12,2024-11,2024-11-12 13:14:00,rkhan,mgr_chen,System,Vendor invoice posting,2,6010,Wages Expense,0.0,31414.83
JE-2024-0120,2024-11-14,2024-11-14,2024-11,2024-11-14 09:02:00,jdoe,mgr_diaz,System,Utility payment,1,6310,Office Supplies Expense,13758.86,0.0
JE-2024-0120,2024-11-14,2024-11-14,2024-11,2024-11-14 09:02:00,jdoe,mgr_diaz,System,Utility payment,2,2010,Trade Payables,0.0,13758.86
JE-2024-0121,2024-11-07,2024-11-07,2024-11,2024-11-07 12:33:00,asmith,mgr_chen,System,Payroll allocation,1,5020,Freight Expense,17423.76,0.0
JE-2024-0121,2024-11-07,2024-11-07,2024-11,2024-11-07 12:33:00,asmith,mgr_chen,System,Payroll allocation,2,2010,Trade Payables,0.0,17423.76
JE-2024-0122,2024-11-12,2024-11-12,2024-11,2024-11-12 16:58:00,asmith,mgr_diaz,System,Customer billing,1,1010,Cash - Operating,24575.97,0.0
JE-2024-0122,2024-11-12,2024-11-12,2024-11,2024-11-12 16:58:00,asmith,mgr_diaz,System,Customer billing,2,6120,Utilities Expense,0.0,24575.97
JE-2024-0123,2024-11-01,2024-11-01,2024-11,2024-11-01 16:57:00,lmartin,mgr_chen,System,Vendor invoice posting,1,1010,Cash - Operating,12223.0,0.0
JE-2024-0123,2024-11-01,2024-11-01,2024-11,2024-11-01 16:57:00,lmartin,mgr_chen,System,Vendor invoice posting,2,6310,Office Supplies Expense,0.0,12223.0
JE-2024-0124,2024-11-27,2024-11-27,2024-11,2024-11-27 13:40:00,bwong,mgr_diaz,System,Customer billing,1,6110,Office Rent Expense,40412.82,0.0
JE-2024-0124,2024-11-27,2024-11-27,2024-11,2024-11-27 13:40:00,bwong,mgr_diaz,System,Customer billing,2,2010,Trade Payables,0.0,40412.82
JE-2024-0125,2024-11-22,2024-11-22,2024-11,2024-11-22 10:15:00,bwong,mgr_olsen,System,Customer billing,1,6120,Utilities Expense,16141.03,0.0
JE-2024-0125,2024-11-22,2024-11-22,2024-11,2024-11-22 10:15:00,bwong,mgr_olsen,System,Customer billing,2,5010,COGS - Materials,0.0,16141.03
JE-2024-0126,2024-11-19,2024-11-19,2024-11,2024-11-19 13:00:00,jdoe,mgr_olsen,System,Freight charge allocation,1,6120,Utilities Expense,23855.83,0.0
JE-2024-0126,2024-11-19,2024-11-19,2024-11,2024-11-19 13:00:00,jdoe,mgr_olsen,System,Freight charge allocation,2,6110,Office Rent Expense,0.0,23855.83
JE-2024-0127,2024-11-18,2024-11-18,2024-11,2024-11-18 12:40:00,bwong,mgr_olsen,System,Payroll allocation,1,5020,Freight Expense,8147.52,0.0
JE-2024-0127,2024-11-18,2024-11-18,2024-11,2024-11-18 12:40:00,bwong,mgr_olsen,System,Payroll allocation,2,5010,COGS - Materials,0.0,8147.52
JE-2024-0128,2024-11-14,2024-11-14,2024-11,2024-11-14 16:02:00,asmith,mgr_chen,System,Customer billing,1,6310,Office Supplies Expense,24426.19,0.0
JE-2024-0128,2024-11-14,2024-11-14,2024-11,2024-11-14 16:02:00,asmith,mgr_chen,System,Customer billing,2,2010,Trade Payables,0.0,24426.19
JE-2024-0129,2024-11-08,2024-11-08,2024-11,2024-11-08 12:08:00,bwong,mgr_olsen,System,Supplies purchase,1,6120,Utilities Expense,33076.24,0.0
JE-2024-0129,2024-11-08,2024-11-08,2024-11,2024-11-08 12:08:00,bwong,mgr_olsen,System,Supplies purchase,2,6010,Wages Expense,0.0,33076.24
JE-2024-0130,2024-11-13,2024-11-13,2024-11,2024-11-13 16:51:00,bwong,mgr_chen,System,Freight charge allocation,1,5020,Freight Expense,12536.91,0.0
JE-2024-0130,2024-11-13,2024-11-13,2024-11,2024-11-13 16:51:00,bwong,mgr_chen,System,Freight charge allocation,2,6010,Wages Expense,0.0,12536.91
JE-2024-0131,2024-11-12,2024-11-12,2024-11,2024-11-12 15:54:00,bwong,mgr_chen,System,Rent payment,1,5010,COGS - Materials,33831.76,0.0
JE-2024-0131,2024-11-12,2024-11-12,2024-11,2024-11-12 15:54:00,bwong,mgr_chen,System,Rent payment,2,6120,Utilities Expense,0.0,33831.76
JE-2024-0132,2024-11-26,2024-11-26,2024-11,2024-11-26 10:29:00,bwong,mgr_olsen,System,Rent payment,1,6310,Office Supplies Expense,15606.88,0.0
JE-2024-0132,2024-11-26,2024-11-26,2024-11,2024-11-26 10:29:00,bwong,mgr_olsen,System,Rent payment,2,5020,Freight Expense,0.0,15606.88
JE-2024-0133,2024-11-12,2024-11-12,2024-11,2024-11-12 16:01:00,lmartin,mgr_diaz,System,Bank fee posting,1,6110,Office Rent Expense,26097.06,0.0
JE-2024-0133,2024-11-12,2024-11-12,2024-11,2024-11-12 16:01:00,lmartin,mgr_diaz,System,Bank fee posting,2,5020,Freight Expense,0.0,26097.06
JE-2024-0134,2024-11-21,2024-11-21,2024-11,2024-11-21 13:41:00,asmith,mgr_chen,System,Monthly accrual per schedule,1,6120,Utilities Expense,17266.77,0.0
JE-2024-0134,2024-11-21,2024-11-21,2024-11,2024-11-21 13:41:00,asmith,mgr_chen,System,Monthly accrual per schedule,2,1010,Cash - Operating,0.0,17266.77
JE-2024-0135,2024-11-06,2024-11-06,2024-11,2024-11-06 10:15:00,asmith,mgr_diaz,System,Freight charge allocation,1,6310,Office Supplies Expense,37287.44,0.0
JE-2024-0135,2024-11-06,2024-11-06,2024-11,2024-11-06 10:15:00,asmith,mgr_diaz,System,Freight charge allocation,2,1110,Trade Receivables,0.0,37287.44
JE-2024-0136,2024-11-20,2024-11-20,2024-11,2024-11-20 11:56:00,jdoe,mgr_diaz,System,Bank fee posting,1,2010,Trade Payables,17542.17,0.0
JE-2024-0136,2024-11-20,2024-11-20,2024-11,2024-11-20 11:56:00,jdoe,mgr_diaz,System,Bank fee posting,2,6120,Utilities Expense,0.0,17542.17
JE-2024-0137,2024-11-04,2024-11-04,2024-11,2024-11-04 14:13:00,asmith,mgr_diaz,System,Vendor invoice posting,1,6310,Office Supplies Expense,18733.41,0.0
JE-2024-0137,2024-11-04,2024-11-04,2024-11,2024-11-04 14:13:00,asmith,mgr_diaz,System,Vendor invoice posting,2,1110,Trade Receivables,0.0,18733.41
JE-2024-0138,2024-11-18,2024-11-18,2024-11,2024-11-18 09:25:00,jdoe,mgr_diaz,System,Vendor invoice posting,1,6110,Office Rent Expense,11731.84,0.0
JE-2024-0138,2024-11-18,2024-11-18,2024-11,2024-11-18 09:25:00,jdoe,mgr_diaz,System,Vendor invoice posting,2,5010,COGS - Materials,0.0,11731.84
JE-2024-0139,2024-11-04,2024-11-04,2024-11,2024-11-04 14:15:00,lmartin,mgr_chen,System,Vendor invoice posting,1,1110,Trade Receivables,41532.71,0.0
JE-2024-0139,2024-11-04,2024-11-04,2024-11,2024-11-04 14:15:00,lmartin,mgr_chen,System,Vendor invoice posting,2,6110,Office Rent Expense,0.0,41532.71
JE-2024-0140,2024-11-27,2024-11-27,2024-11,2024-11-27 12:52:00,bwong,mgr_chen,System,Bank fee posting,1,5010,COGS - Materials,36553.27,0.0
JE-2024-0140,2024-11-27,2024-11-27,2024-11,2024-11-27 12:52:00,bwong,mgr_chen,System,Bank fee posting,2,6120,Utilities Expense,0.0,36553.27
JE-2024-0141,2024-11-23,2024-11-23,2024-11,2024-11-23 11:08:00,lmartin,mgr_diaz,System,Vendor invoice posting,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0141,2024-11-23,2024-11-23,2024-11,2024-11-23 11:08:00,lmartin,mgr_diaz,System,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0142,2024-12-04,2024-11-30,2024-11,2024-12-04 11:07:00,jdoe,mgr_chen,System,Vendor invoice posting,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0142,2024-12-04,2024-11-30,2024-11,2024-12-04 11:07:00,jdoe,mgr_chen,System,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0143,2024-11-29,2024-11-29,2024-11,2024-11-29 09:22:00,asmith,mgr_olsen,System,Vendor invoice posting,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0143,2024-11-29,2024-11-29,2024-11,2024-11-29 09:22:00,asmith,mgr_olsen,System,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0144,2024-11-14,2024-11-14,2024-11,2024-11-14 23:40:00,bwong,mgr_chen,System,Vendor invoice posting,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0144,2024-11-14,2024-11-14,2024-11,2024-11-14 23:40:00,bwong,mgr_chen,System,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0145,2024-11-08,2024-11-08,2024-11,2024-11-08 13:03:00,asmith,mgr_olsen,System,Vendor invoice posting,1,6310,Office Supplies Expense,25000.0,0.0
JE-2024-0145,2024-11-08,2024-11-08,2024-11,2024-11-08 13:03:00,asmith,mgr_olsen,System,Vendor invoice posting,2,2010,Trade Payables,0.0,25000.0
JE-2024-0146,2024-11-20,2024-11-20,2024-11,2024-11-20 17:07:00,jdoe,mgr_diaz,System,Vendor invoice posting,1,6310,Office Supplies Expense,49200.0,0.0
JE-2024-0146,2024-11-20,2024-11-20,2024-11,2024-11-20 17:07:00,jdoe,mgr_diaz,System,Vendor invoice posting,2,2010,Trade Payables,0.0,49200.0
JE-2024-0147,2024-11-21,2024-11-21,2024-11,2024-11-21 14:32:00,lmartin,mgr_chen,System,Vendor invoice posting,1,6310,Office Supplies Expense,812450.55,0.0
JE-2024-0147,2024-11-21,2024-11-21,2024-11,2024-11-21 14:32:00,lmartin,mgr_chen,System,Vendor invoice posting,2,2010,Trade Payables,0.0,812450.55
JE-2024-0148,2024-11-21,2024-11-21,2024-11,2024-11-21 17:14:00,lmartin,mgr_chen,System,Vendor invoice posting,1,9999,Other Clearing 9999,12345.67,0.0
JE-2024-0148,2024-11-21,2024-11-21,2024-11,2024-11-21 17:14:00,lmartin,mgr_chen,System,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0149,2024-11-25,2024-11-25,2024-11,2024-11-25 13:29:00,jdoe,mgr_chen,System,Vendor invoice posting,1,2900,Suspense Account,12345.67,0.0
JE-2024-0149,2024-11-25,2024-11-25,2024-11,2024-11-25 13:29:00,jdoe,mgr_chen,System,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0150,2024-11-22,2024-11-22,2024-11,2024-11-22 15:27:00,jdoe,mgr_diaz,Manual,Vendor invoice posting,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0150,2024-11-22,2024-11-22,2024-11,2024-11-22 15:27:00,jdoe,mgr_diaz,Manual,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0151,2024-11-21,2024-11-21,2024-11,2024-11-21 10:57:00,jdoe,jdoe,System,Vendor invoice posting,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0151,2024-11-21,2024-11-21,2024-11,2024-11-21 10:57:00,jdoe,jdoe,System,Vendor invoice posting,2,2010,Trade Payables,0.0,12345.67
JE-2024-0152,2024-11-05,2024-11-05,2024-11,2024-11-05 14:38:00,asmith,mgr_chen,System,,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0152,2024-11-05,2024-11-05,2024-11,2024-11-05 14:38:00,asmith,mgr_chen,System,,2,2010,Trade Payables,0.0,12345.67
JE-2024-0153,2024-11-07,2024-11-07,2024-11,2024-11-07 13:39:00,lmartin,mgr_olsen,System,Manual reclass to balance the GL plug,1,6310,Office Supplies Expense,12345.67,0.0
JE-2024-0153,2024-11-07,2024-11-07,2024-11,2024-11-07 13:39:00,lmartin,mgr_olsen,System,Manual reclass to balance the GL plug,2,2010,Trade Payables,0.0,12345.67
JE-2024-0154,2024-11-15,2024-11-15,2024-11,2024-11-15 15:38:00,lmartin,mgr_diaz,System,Vendor invoice posting,1,6310,Office Supplies Expense,15000.0,0.0
JE-2024-0154,2024-11-15,2024-11-15,2024-11,2024-11-15 15:38:00,lmartin,mgr_diaz,System,Vendor invoice posting,2,2010,Trade Payables,0.0,9000.0
JE-2024-0155,2024-11-30,2024-11-30,2024-11,2024-11-30 16:32:00,bwong,bwong,Manual,"Per CFO - true up reserve, reverse later",1,2900,Suspense Account,48750.0,0.0
JE-2024-0155,2024-11-30,2024-11-30,2024-11,2024-11-30 16:32:00,bwong,bwong,Manual,"Per CFO - true up reserve, reverse later",2,2010,Trade Payables,0.0,48750.0
